portfolio,fund_name,scheme_code,folio,platform,txn_type,txn_date,units,nav,notes
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,21-01-26,39.766,125.73,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,21-01-26,43.563,114.77,
,Axis Value Fund - Direct Plan - Growth,,,,BUY,21-01-26,101.415,19.72,
,Franklin Build India Fund - Direct - Growth,,,,BUY,21-01-26,18.979,158.0593,
,HDFC Large and Mid Cap Fund - Growth Option - Direct Plan,,,,BUY,21-01-26,14.138,353.628,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,21-01-26,16.358,122.26,
,ICICI Prudential Multi-Asset Fund - Direct Plan - Growth,,,,BUY,21-01-26,2.227,897.9318,
,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Direct Plan - Growth,,,,BUY,21-01-26,3.775,529.76,
,JioBlackRock Nifty Midcap 150 Index Fund - Direct Plan - Growth Option,,,,BUY,21-01-26,251.991,9.9205,
,JioBlackRock Nifty Next 50 Index Fund - Direct Plan - Growth Option,,,,BUY,21-01-26,151.274,9.9153,
,JioBlackRock Nifty Smallcap 250 Index Fund - Direct Plan - Growth Option,,,,BUY,21-01-26,218.399,9.1571,
,Kotak-Small Cap Fund - Growth - Direct,,,,BUY,21-01-26,18.266,273.715,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,21-01-26,2.807,712.4622,
,Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan - Growth Plan - Growth Option,,,,BUY,21-01-26,79.584,25.1294,
,SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH,,,,BUY,21-01-26,98.269,50.8781,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,21-01-26,53.54,56.0297,
,Tata India Pharma & Healthcare Fund-Direct Plan-Growth,,,,BUY,21-01-26,59.071,33.8561,
,Templeton India Value Fund - Direct - Growth,,,,BUY,21-01-26,3.757,798.4969,
,UTI Nifty 50 Index Fund - Growth Option- Direct,,,,BUY,21-01-26,11.373,175.8446,
,Invesco India Smallcap Fund - Direct Plan - Growth,,,,BUY,27-01-26,115.149,43.42,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,30-01-26,38.845,128.71,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,30-01-26,42.824,116.75,
,Kotak-Small Cap Fund - Growth - Direct,,,,BUY,30-01-26,35.739,279.795,
,SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH,,,,BUY,30-01-26,96.566,51.7757,
,Franklin Build India Fund - Direct - Growth,,,,BUY,02-02-26,43.07,162.5172,
,JioBlackRock Nifty 50 Index Fund - Direct Plan - Growth Option,,,,BUY,02-02-26,297.274,10.0912,
,JioBlackRock Nifty Next 50 Index Fund - Direct Plan - Growth Option,,,,BUY,02-02-26,201.037,9.9479,
,JioBlackRock Nifty Smallcap 250 Index Fund - Direct Plan - Growth Option,,,,BUY,02-02-26,871.976,9.1741,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,02-02-26,2.821,708.9082,
,Sbi Banking & Financial Services Fund - Direct Plan - Growth,,,,BUY,02-02-26,119.656,50.1414,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,02-02-26,48.241,103.6419,
,Tata India Pharma & Healthcare Fund-Direct Plan-Growth,,,,BUY,02-02-26,149.931,33.347,
,UTI Banking and Financial Services Fund - Direct Plan - Growth Option,,,,BUY,02-02-26,22.265,224.5533,
,Axis Large & Mid Cap Fund - Direct Plan - Growth,,,,BUY,06-02-26,492.991,36.51,
,Axis Value Fund - Direct Plan - Growth,,,,BUY,06-02-26,933.156,20.36,
,HDFC Large and Mid Cap Fund - Growth Option - Direct Plan,,,,BUY,06-02-26,41.342,362.807,
,ICICI Prudential Multi-Asset Fund - Direct Plan - Growth,,,,BUY,06-02-26,11.004,908.6769,
,Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan - Growth Plan - Growth Option,,,,BUY,06-02-26,693.965,25.9366,
,SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH,,,,BUY,06-02-26,375.971,53.1929,
,Templeton India Value Fund - Direct - Growth,,,,BUY,06-02-26,19.495,820.67,
,UTI Nifty 50 Index Fund - Growth Option- Direct,,,,BUY,06-02-26,172.579,179.6189,
,Axis Large & Mid Cap Fund - Direct Plan - Growth,,,,SELL,06-02-26,475.915,36.51,
,Axis Value Fund - Direct Plan - Growth,,,,SELL,06-02-26,917.286,20.36,
,HDFC Large and Mid Cap Fund - Growth Option - Direct Plan,,,,SELL,06-02-26,39.427,362.807,
,ICICI Prudential Multi-Asset Fund - Direct Plan - Growth,,,,SELL,06-02-26,10.467,908.6769,
,Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan - Growth Plan - Growth Option,,,,SELL,06-02-26,687.484,25.9366,
,SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH,,,,SELL,06-02-26,373.452,53.1929,
,Templeton India Value Fund - Direct - Growth,,,,SELL,06-02-26,18.534,820.67,
,UTI Nifty 50 Index Fund - Growth Option- Direct,,,,SELL,06-02-26,170.93,179.6189,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,18-02-26,43.003,744.105,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,SELL,18-02-26,41.798,744.105,
,Jioblackrock Flexi Cap Fund - Direct Plan - Growth Option,,,,BUY,24-02-26,494.046,10.12,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,24-02-26,107.346,46.58,
,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,,,,BUY,02-03-26,14.032,71.26,
,Axis Large & Mid Cap Fund - Direct Plan - Growth,,,,BUY,02-03-26,27.547,36.3,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,02-03-26,14.459,69.16,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,02-03-26,7.594,131.67,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,02-03-26,8.581,116.53,
,Axis Value Fund - Direct Plan - Growth,,,,BUY,02-03-26,49.527,20.19,
,Dsp Natural Resources And New Energy Fund - Direct Plan - Growth,,,,BUY,02-03-26,8.384,119.27,
,HDFC Large and Mid Cap Fund - Growth Option - Direct Plan,,,,BUY,02-03-26,2.819,354.664,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,02-03-26,8.209,121.81,
,ICICI Prudential Multi-Asset Fund - Direct Plan - Growth,,,,BUY,02-03-26,1.108,902.2894,
,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Direct Plan - Growth,,,,BUY,02-03-26,1.891,528.91,
,Invesco India Smallcap Fund - Direct Plan - Growth,,,,BUY,02-03-26,22.603,44.24,
,Jioblackrock Flexi Cap Fund - Direct Plan - Growth Option,,,,BUY,02-03-26,51.333,9.74,
,JioBlackRock Nifty 50 Index Fund - Direct Plan - Growth Option,,,,BUY,02-03-26,50.754,9.85,
,JioBlackRock Nifty Midcap 150 Index Fund - Direct Plan - Growth Option,,,,BUY,02-03-26,50.608,9.88,
,JioBlackRock Nifty Next 50 Index Fund - Direct Plan - Growth Option,,,,BUY,02-03-26,50.422,9.92,
,JioBlackRock Nifty Smallcap 250 Index Fund - Direct Plan - Growth Option,,,,BUY,02-03-26,55.382,9.03,
,Kotak-Small Cap Fund - Growth - Direct,,,,BUY,02-03-26,3.605,277.392,
,Mirae Asset Great Consumer Fund - Direct Plan - Growth,,,,BUY,02-03-26,48.454,103.19,
,Motilal Oswal Nifty India Defence Index Fund Direct Plan Growth,,,,BUY,02-03-26,94.266,10.61,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,02-03-26,1.415,706.6024,
,Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan - Growth Plan - Growth Option,,,,BUY,02-03-26,39.749,25.1567,
,SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH,,,,BUY,02-03-26,19.597,51.0264,
,Sbi Psu Fund - Direct Plan - Growth,,,,BUY,02-03-26,126.417,39.55,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,02-03-26,43.306,46.18045,
,Templeton India Value Fund - Direct - Growth,,,,BUY,02-03-26,1.258,794.9706,
,UTI Nifty 50 Index Fund - Growth Option- Direct,,,,BUY,02-03-26,5.842,171.16,
,Franklin Build India Fund - Direct - Growth,,,,BUY,04-03-26,6.067,164.82,
,Jioblackrock Flexi Cap Fund - Direct Plan - Growth Option,,,,BUY,04-03-26,102.664,9.74,
,JioBlackRock Nifty 50 Index Fund - Direct Plan - Growth Option,,,,BUY,04-03-26,101.506,9.85,
,JioBlackRock Nifty Midcap 150 Index Fund - Direct Plan - Growth Option,,,,BUY,04-03-26,101.216,9.88,
,JioBlackRock Nifty Next 50 Index Fund - Direct Plan - Growth Option,,,,BUY,04-03-26,100.843,9.92,
,JioBlackRock Nifty Smallcap 250 Index Fund - Direct Plan - Growth Option,,,,BUY,04-03-26,110.763,9.03,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,04-03-26,1.415,706.6,
,Sbi Banking & Financial Services Fund - Direct Plan - Growth,,,,BUY,04-03-26,19.885,50.29,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,04-03-26,9.783,102.21,
,UTI Banking and Financial Services Fund - Direct Plan - Growth Option,,,,BUY,04-03-26,4.44,225.2,
,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,,,,BUY,09-03-26,29.668,67.41,
,Axis Large & Mid Cap Fund - Direct Plan - Growth,,,,BUY,09-03-26,56.993,35.09,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,09-03-26,29.88,66.93,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,09-03-26,15.704,127.35,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,09-03-26,17.654,113.28,
,Axis Value Fund - Direct Plan - Growth,,,,BUY,09-03-26,51.385,19.46,
,Dsp Natural Resources And New Energy Fund - Direct Plan - Growth,,,,BUY,09-03-26,16.953,117.97,
,Franklin Build India Fund - Direct - Growth,,,,BUY,09-03-26,12.306,162.52,
,HDFC Large and Mid Cap Fund - Growth Option - Direct Plan,,,,BUY,09-03-26,5.865,340.98,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,09-03-26,16.963,117.9,
,ICICI Prudential Multi-Asset Fund - Direct Plan - Growth,,,,BUY,09-03-26,2.273,879.93,
,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Direct Plan - Growth,,,,BUY,09-03-26,3.9,512.81,
,Invesco India Smallcap Fund - Direct Plan - Growth,,,,BUY,09-03-26,68.994,43.48,
,Jioblackrock Flexi Cap Fund - Direct Plan - Growth Option,,,,BUY,09-03-26,209.195,9.56,
,JioBlackRock Nifty 50 Index Fund - Direct Plan - Growth Option,,,,BUY,09-03-26,206.817,9.67,
,JioBlackRock Nifty Midcap 150 Index Fund - Direct Plan - Growth Option,,,,BUY,09-03-26,204.929,9.76,
,JioBlackRock Nifty Next 50 Index Fund - Direct Plan - Growth Option,,,,BUY,09-03-26,203.913,9.81,
,JioBlackRock Nifty Smallcap 250 Index Fund - Direct Plan - Growth Option,,,,BUY,09-03-26,224.29,8.92,
,Kotak-Small Cap Fund - Growth - Direct,,,,BUY,09-03-26,7.349,272.13,
,Mirae Asset Great Consumer Fund - Direct Plan - Growth,,,,BUY,09-03-26,19.762,101.2,
,Motilal Oswal Nifty India Defence Index Fund Direct Plan Growth,,,,BUY,09-03-26,182.671,10.95,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,09-03-26,5.86,682.66865,
,Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan - Growth Plan - Growth Option,,,,BUY,09-03-26,80.434,24.86,
,Sbi Banking & Financial Services Fund - Direct Plan - Growth,,,,BUY,09-03-26,41.221,48.52,
,SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH,,,,BUY,09-03-26,39.644,50.45,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,09-03-26,19.962,100.19,
,Sbi Psu Fund - Direct Plan - Growth,,,,BUY,09-03-26,51.553,38.79,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,09-03-26,87.51,45.71,
,Tata India Pharma & Healthcare Fund-Direct Plan-Growth,,,,BUY,09-03-26,57.625,34.71,
,Templeton India Value Fund - Direct - Growth,,,,BUY,09-03-26,2.569,778.52,
,UTI Banking and Financial Services Fund - Direct Plan - Growth Option,,,,BUY,09-03-26,9.207,217.22,
,UTI Nifty 50 Index Fund - Growth Option- Direct,,,,BUY,09-03-26,11.904,168,
,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,,,,BUY,12-03-26,14.956,66.86,
,Axis Large & Mid Cap Fund - Direct Plan - Growth,,,,BUY,12-03-26,28.767,34.76,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,12-03-26,15.185,65.85,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,12-03-26,7.889,126.76,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,12-03-26,8.769,114.03,
,Axis Value Fund - Direct Plan - Growth,,,,BUY,12-03-26,51.677,19.35,
,Dsp Natural Resources And New Energy Fund - Direct Plan - Growth,,,,BUY,12-03-26,16.572,120.68,
,Franklin Build India Fund - Direct - Growth,,,,BUY,12-03-26,12.322,162.31,
,HDFC Large and Mid Cap Fund - Growth Option - Direct Plan,,,,BUY,12-03-26,2.94,340.06,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,12-03-26,8.59,116.41,
,ICICI Prudential Multi-Asset Fund - Direct Plan - Growth,,,,BUY,12-03-26,1.142,875.3,
,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Direct Plan - Growth,,,,BUY,12-03-26,1.968,508.12,
,Invesco India Smallcap Fund - Direct Plan - Growth,,,,BUY,12-03-26,23.179,43.14,
,Jioblackrock Flexi Cap Fund - Direct Plan - Growth Option,,,,BUY,12-03-26,211.183,9.47,
,JioBlackRock Nifty 50 Index Fund - Direct Plan - Growth Option,,,,BUY,12-03-26,210.23,9.51,
,JioBlackRock Nifty Midcap 150 Index Fund - Direct Plan - Growth Option,,,,BUY,12-03-26,204.528,9.78,
,JioBlackRock Nifty Next 50 Index Fund - Direct Plan - Growth Option,,,,BUY,12-03-26,202.766,9.86,
,JioBlackRock Nifty Smallcap 250 Index Fund - Direct Plan - Growth Option,,,,BUY,12-03-26,221.323,9.04,
,Kotak-Small Cap Fund - Growth - Direct,,,,BUY,12-03-26,7.277,274.84,
,Mirae Asset Great Consumer Fund - Direct Plan - Growth,,,,BUY,12-03-26,20.117,99.41,
,Motilal Oswal Nifty India Defence Index Fund Direct Plan Growth,,,,BUY,12-03-26,185.148,10.8,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,12-03-26,4.463,672.1223,
,Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan - Growth Plan - Growth Option,,,,BUY,12-03-26,39.976,25.01,
,Sbi Banking & Financial Services Fund - Direct Plan - Growth,,,,BUY,12-03-26,41.768,47.88,
,SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH,,,,BUY,12-03-26,19.862,50.35,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,12-03-26,20.21,98.96,
,Sbi Psu Fund - Direct Plan - Growth,,,,BUY,12-03-26,50.916,39.28,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,12-03-26,88.482,45.21,
,Tata India Pharma & Healthcare Fund-Direct Plan-Growth,,,,BUY,12-03-26,57.556,34.75,
,Templeton India Value Fund - Direct - Growth,,,,BUY,12-03-26,1.293,773.54,
,UTI Banking and Financial Services Fund - Direct Plan - Growth Option,,,,BUY,12-03-26,9.347,213.96,
,UTI Nifty 50 Index Fund - Growth Option- Direct,,,,BUY,12-03-26,6.05,165.28,
,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,,,,BUY,18-03-26,860.491,67.4,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,18-03-26,33.841,679.6234,
,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,,,,SELL,18-03-26,860.987,67.4,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,SELL,18-03-26,33.569,679.6234,
